à-toa,adj,-1
à-toa,adj,-1
à-toa,adj,0
à-toa,adj,-1
ab-reptício,adj,-1
ab-reptício,adj,-1
ab-rogado,adj,-1
ab-rogado,adj,-1
ab-rogável,adj,0
ababelado,adj,-1
ababelado,adj,-1
ababocado,adj,-1
abaçanado,adj,-1
abafadiço,adj,-1
abafadiço,adj,-1
abafadiço,adj,1
abafado,adj,-1
abafado,adj,-1
abafado,adj,-1
abafado,adj,-1
abafador,adj,-1
abafador,adj,1
abafamento,adj,1
abafante,adj,-1
abafante,adj,-1
abafante,adj,-1
abafativo,adj,-1
abagunçado,adj,-1
abaixado,adj,-1
abaixado,adj,-1
abaixado,adj,-1
abaixado,adj,-1
abaixado,adj,-1
abaixado,adj,-1
abaixante,adj,-1
abajoujado,adj,-1
abaladiço,adj,-1
abaladiço,adj,-1
abaladiço,adj,-1
abaladiço,adj,-1
abaladiço,adj,-1
abalado,adj,-1
abalado,adj,0
abalado,adj,-1
abalado,adj,-1
abalado,adj,-1
abalado,adj,-1
abalado,adj,-1
abalado,adj,-1
abalado,adj,-1
abalançado,adj,0
abalienado,adj,-1
abalizado,adj,1
abalizado,adj,1
abalizado,adj,1
abalizado,adj,1
abaloado,adj,-1
abalofado,adj,-1
abalofado,adj,-1
abalonado,adj,-1
abanado,adj,0
abanado,adj,1
abananado,adj,-1
abananado,adj,-1
abandalhado,adj,-1
abandonado,adj,-1
abandonado,adj,-1
abandonado,adj,-1
abandonado,adj,-1
abandonado,adj,-1
abandonado,adj,-1
abandonado,adj,-1
abarbado,adj,-1
abarbado,adj,-1
abarbarado,adj,-1
abarbarado,adj,1
abarcado,adj,-1
abarcador,adj,-1
abarcante,adj,-1
abarcante,adj,0
abarroado,adj,-1
abarroado,adj,-1
abarroado,adj,-1
abarroado,adj,-1
abarroado,adj,-1
abarrotado,adj,-1
abarrotado,adj,-1
abarrotado,adj,-1
abarrotado,adj,-1
abarrotado,adj,-1
abarrotado,adj,-1
abarrotado,adj,-1
abastado,adj,1
abastado,adj,1
abastado,adj,1
abastado,adj,1
abastardado,adj,-1
abastardado,adj,-1
abastecido,adj,0
abastecido,adj,0
abastecido,adj,0
abastoso,adj,1
abatatado,adj,-1
abatatado,adj,-1
